0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
7,Consumer Services,344723,1099,1181,0,0,0,0,0,0,0,0,347003,40261,128,138,0,0,0,0,0,0,0,0,40527,505,0,0,0,0,0,0,0,0,0,0,505,59,0,0,0,0,0,0,0,0,0,0,59,-3507,0,-511,0,0,0,0,0,0,0,0,-4018,-405,0,-59,0,0,0,0,0,0,0,0,-464,309034,1099,670,0,0,0,0,0,0,0,0,310803,35726,127,77,0,0,0,0,0,0,0,0,35930
8,Diversified,7626,306,0,0,0,0,0,0,0,0,0,7932,891,36,0,0,0,0,0,0,0,0,0,927,-101,0,0,0,0,0,0,0,0,0,0,-101,-12,0,0,0,0,0,0,0,0,0,0,-12,-60,0,0,0,0,0,0,0,0,0,0,-60,-7,0,0,0,0,0,0,0,0,0,0,-7,6632,306,0,0,0,0,0,0,0,0,0,6938,767,35,0,0,0,0,0,0,0,0,0,802
9,Fast Moving Consumer Goods,408978,104,285,0,0,0,0,0,0,0,0,409367,47765,12,33,0,0,0,0,0,0,0,0,47810,-1134,-13,0,0,0,0,0,0,0,0,0,-1147,-132,-2,0,0,0,0,0,0,0,0,0,-134,-1134,0,0,0,0,0,0,0,0,0,0,-1134,-131,0,0,0,0,0,0,0,0,0,0,-131,391878,104,285,0,0,0,0,0,0,0,0,392267,45303,12,33,0,0,0,0,0,0,0,0,45348
10,Financial Services,2049709,19976,16518,0,0,0,0,0,0,243,0,2086446,239387,2333,1929,0,0,0,0,0,0,28,0,243677,-4338,-1017,-772,0,0,0,0,0,0,0,0,-6127,-507,-119,-90,0,0,0,0,0,0,0,0,-716,-12204,-1975,-849,0,0,0,0,0,0,26,0,-15002,-1411,-228,-98,0,0,0,0,0,0,3,0,-1734,1947105,18196,15657,0,0,0,0,0,0,233,0,1981191,225097,2104,1810,0,0,0,0,0,0,27,0,229038
11,Forest Materials,4153,415,0,0,0,0,0,0,0,0,0,4568,485,48,0,0,0,0,0,0,0,0,0,533,33,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,0,0,4,-80,0,0,0,0,0,0,0,0,0,0,-80,-9,0,0,0,0,0,0,0,0,0,0,-9,3451,415,0,0,0,0,0,0,0,0,0,3866,399,48,0,0,0,0,0,0,0,0,0,447
12,Healthcare,507781,633,1300,0,0,0,0,0,0,0,0,509714,59304,74,152,0,0,0,0,0,0,0,0,59530,1850,238,1300,0,0,0,0,0,0,0,0,3388,216,28,152,0,0,0,0,0,0,0,0,396,-1460,0,0,0,0,0,0,0,0,0,0,-1460,-169,0,0,0,0,0,0,0,0,0,0,-169,472926,633,1300,0,0,0,0,0,0,0,0,474859,54673,73,150,0,0,0,0,0,0,0,0,54896
13,Information Technology,729200,0,11,0,0,0,0,0,0,0,0,729211,85164,0,1,0,0,0,0,0,0,0,0,85165,2296,0,10,0,0,0,0,0,0,0,0,2306,268,0,1,0,0,0,0,0,0,0,0,269,-1927,0,0,0,0,0,0,0,0,0,0,-1927,-223,0,0,0,0,0,0,0,0,0,0,-223,727585,0,11,0,0,0,0,0,0,0,0,727596,84113,0,1,0,0,0,0,0,0,0,0,84114
14,"Media, Entertainment & Publication",12731,0,5,0,0,0,0,0,0,0,0,12736,1487,0,1,0,0,0,0,0,0,0,0,1488,110,0,0,0,0,0,0,0,0,0,0,110,13,0,0,0,0,0,0,0,0,0,0,13,177,0,0,0,0,0,0,0,0,0,0,177,20,0,0,0,0,0,0,0,0,0,0,20,12258,0,0,0,0,0,0,0,0,0,0,12258,1417,0,0,0,0,0,0,0,0,0,0,1417
15,Metals & Mining,195062,164,1250,0,0,0,0,0,0,0,0,196476,22781,19,146,0,0,0,0,0,0,0,0,22946,124,0,0,0,0,0,0,0,0,0,0,124,14,0,0,0,0,0,0,0,0,0,0,14,-1997,0,0,0,0,0,0,0,0,0,0,-1997,-231,0,0,0,0,0,0,0,0,0,0,-231,184858,163,1250,0,0,0,0,0,0,0,0,186271,21371,19,145,0,0,0,0,0,0,0,0,21535
16,"Oil, Gas & Consumable Fuels",469976,390,0,0,0,0,0,0,0,0,0,470366,54889,46,0,0,0,0,0,0,0,0,0,54935,-5489,0,0,0,0,0,0,0,0,0,0,-5489,-641,0,0,0,0,0,0,0,0,0,0,-641,-1203,0,0,0,0,0,0,0,0,0,0,-1203,-139,0,0,0,0,0,0,0,0,0,0,-139,471682,390,0,0,0,0,0,0,0,0,0,472072,54529,45,0,0,0,0,0,0,0,0,0,54574
17,Power,262170,3178,64,0,5617,0,0,0,0,0,0,271029,30619,371,7,0,656,0,0,0,0,0,0,31653,-1310,-155,0,0,-232,0,0,0,0,0,0,-1697,-153,-18,0,0,-27,0,0,0,0,0,0,-198,-3115,-44,-19,0,-6,0,0,0,0,0,0,-3184,-360,-5,-2,0,-1,0,0,0,0,0,0,-368,249371,3178,44,0,5602,0,0,0,0,0,0,258195,28829,367,5,0,648,0,0,0,0,0,0,29849
18,Realty,170007,1007,1252,0,23436,0,0,0,0,0,0,195702,19855,118,146,0,2737,0,0,0,0,0,0,22856,89,-2,0,0,-1331,0,0,0,0,0,0,-1244,10,0,0,0,-155,0,0,0,0,0,0,-145,-608,-2,0,0,74,0,0,0,0,0,0,-536,-70,0,0,0,9,0,0,0,0,0,0,-61,148998,1006,1252,0,23952,0,0,0,0,0,0,175208,17225,116,145,0,2769,0,0,0,0,0,0,20255
19,Services,142879,2674,985,0,3975,0,0,0,0,0,0,150513,16687,312,115,0,464,0,0,0,0,0,0,17578,1211,-50,0,0,-1,0,0,0,0,0,0,1160,141,-6,0,0,0,0,0,0,0,0,0,135,-259,0,0,0,-2,0,0,0,0,0,0,-261,-30,0,0,0,0,0,0,0,0,0,0,-30,131575,1843,1814,0,3926,0,0,0,0,0,0,139158,15211,213,210,0,454,0,0,0,0,0,0,16088
20,Telecommunication,272674,119,7900,0,12096,0,0,0,0,0,0,292789,31846,14,923,0,1413,0,0,0,0,0,0,34196,-255,0,0,0,0,0,0,0,0,0,0,-255,-30,0,0,0,0,0,0,0,0,0,0,-30,-499,0,0,0,0,0,0,0,0,0,0,-499,-58,0,0,0,0,0,0,0,0,0,0,-58,275404,121,7900,0,12096,0,0,0,0,0,0,295521,31838,14,913,0,1398,0,0,0,0,0,0,34163
21,Textiles,27119,460,0,0,0,0,0,0,0,0,0,27579,3167,54,0,0,0,0,0,0,0,0,0,3221,751,0,0,0,0,0,0,0,0,0,0,751,88,0,0,0,0,0,0,0,0,0,0,88,205,0,0,0,0,0,0,0,0,0,0,205,24,0,0,0,0,0,0,0,0,0,0,24,26044,460,0,0,0,0,0,0,0,0,0,26504,3011,53,0,0,0,0,0,0,0,0,0,3064
22,Utilities,3490,89,0,0,0,0,0,0,0,0,0,3579,408,10,0,0,0,0,0,0,0,0,0,418,54,0,0,0,0,0,0,0,0,0,0,54,6,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3250,89,0,0,0,0,0,0,0,0,0,3339,376,10,0,0,0,0,0,0,0,0,0,386
23,Sovereign,0,70724,379,238155,0,0,0,0,0,0,0,309258,0,8260,44,27814,0,0,0,0,0,0,0,36118,0,-1538,0,1390,0,0,0,0,0,0,0,-148,0,-180,0,162,0,0,0,0,0,0,0,-18,0,1375,1058,-569,0,0,0,0,0,0,0,1864,0,159,122,-66,0,0,0,0,0,0,0,215,0,71770,2294,235729,0,0,0,0,0,0,0,309793,0,8297,265,27252,0,0,0,0,0,0,0,35814
24,Others,31116,78622,126447,0,9605,6129,2241,285,0,2039,25,256509,3634,9182,14768,0,1122,716,262,33,0,238,3,29958,495,1488,-731,0,207,66,95,1,0,-4,0,1617,58,174,-85,0,24,8,11,0,0,0,0,190,-138,-2826,-6940,0,0,30,-32,-3,0,11,0,-9898,-16,-327,-802,0,0,3,-4,0,0,1,0,-1145,31727,75802,127227,0,9605,6026,2209,295,0,1980,25,254896,3668,8763,14708,0,1110,697,255,34,0,229,3,29467
,Grand Total,7119441,182108,158538,238155,54729,6129,2241,285,0,2281,25,7763932,831485,21269,18516,27814,6392,716,262,33,0,266,3,906756,-7319,-1059,-192,1390,-1357,66,95,1,0,-4,0,-8379,-855,-124,-22,162,-158,8,11,0,0,0,0,-978,-35658,-3479,-7262,-569,65,30,-32,-3,0,37,0,-46871,-4122,-402,-840,-66,8,3,-4,0,0,4,0,-5419,6799652,177717,160666,235729,55181,6026,2209,295,0,2213,25,7439713,786080,20545,18574,27252,6379,697,255,34,0,256,3,860075
