0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
7,Consumer Services,347250,1099,670,0,0,0,0,0,0,0,0,349019,40930,130,79,0,0,0,0,0,0,0,0,41139,2715,0,0,0,0,0,0,0,0,0,0,2715,320,0,0,0,0,0,0,0,0,0,0,320,505,0,0,0,0,0,0,0,0,0,0,505,59,0,0,0,0,0,0,0,0,0,0,59,344723,1099,1181,0,0,0,0,0,0,0,0,347003,40261,128,138,0,0,0,0,0,0,0,0,40527
8,Diversified,7652,306,0,0,0,0,0,0,0,0,0,7958,902,36,0,0,0,0,0,0,0,0,0,938,-96,0,0,0,0,0,0,0,0,0,0,-96,-11,0,0,0,0,0,0,0,0,0,0,-11,-101,0,0,0,0,0,0,0,0,0,0,-101,-12,0,0,0,0,0,0,0,0,0,0,-12,7626,306,0,0,0,0,0,0,0,0,0,7932,891,36,0,0,0,0,0,0,0,0,0,927
9,Fast Moving Consumer Goods,412983,115,285,0,0,0,0,0,0,0,0,413383,48677,14,34,0,0,0,0,0,0,0,0,48725,-1655,0,0,0,0,0,0,0,0,0,0,-1655,-195,0,0,0,0,0,0,0,0,0,0,-195,-1134,-13,0,0,0,0,0,0,0,0,0,-1147,-132,-2,0,0,0,0,0,0,0,0,0,-134,408978,104,285,0,0,0,0,0,0,0,0,409367,47765,12,33,0,0,0,0,0,0,0,0,47810
10,Financial Services,2160433,21249,17175,0,0,0,0,0,0,273,0,2199130,254645,2505,2024,0,0,0,0,0,0,32,0,259206,7424,377,-672,0,0,0,0,0,0,0,0,7129,875,44,-79,0,0,0,0,0,0,0,0,840,-4338,-1017,-772,0,0,0,0,0,0,0,0,-6127,-507,-119,-90,0,0,0,0,0,0,0,0,-716,2049709,19976,16518,0,0,0,0,0,0,243,0,2086446,239387,2333,1929,0,0,0,0,0,0,28,0,243677
11,Forest Materials,4478,415,0,0,0,0,0,0,0,0,0,4893,528,49,0,0,0,0,0,0,0,0,0,577,32,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,0,0,4,4153,415,0,0,0,0,0,0,0,0,0,4568,485,48,0,0,0,0,0,0,0,0,0,533
12,Healthcare,492833,383,0,0,0,0,0,0,0,0,0,493216,58089,45,0,0,0,0,0,0,0,0,0,58134,1917,0,0,0,0,0,0,0,0,0,0,1917,226,0,0,0,0,0,0,0,0,0,0,226,1850,238,1300,0,0,0,0,0,0,0,0,3388,216,28,152,0,0,0,0,0,0,0,0,396,507781,633,1300,0,0,0,0,0,0,0,0,509714,59304,74,152,0,0,0,0,0,0,0,0,59530
13,Information Technology,767699,0,11,0,0,0,0,0,0,0,0,767710,90487,0,1,0,0,0,0,0,0,0,0,90488,6754,0,0,0,0,0,0,0,0,0,0,6754,796,0,0,0,0,0,0,0,0,0,0,796,2296,0,10,0,0,0,0,0,0,0,0,2306,268,0,1,0,0,0,0,0,0,0,0,269,729200,0,11,0,0,0,0,0,0,0,0,729211,85164,0,1,0,0,0,0,0,0,0,0,85165
14,"Media, Entertainment & Publication",13557,0,5,0,0,0,0,0,0,0,0,13562,1598,0,1,0,0,0,0,0,0,0,0,1599,15,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,2,110,0,0,0,0,0,0,0,0,0,0,110,13,0,0,0,0,0,0,0,0,0,0,13,12731,0,5,0,0,0,0,0,0,0,0,12736,1487,0,1,0,0,0,0,0,0,0,0,1488
15,Metals & Mining,211366,164,1250,0,0,0,0,0,0,0,0,212780,24913,19,147,0,0,0,0,0,0,0,0,25079,847,-30,0,0,0,0,0,0,0,0,0,817,100,-3,0,0,0,0,0,0,0,0,0,97,124,0,0,0,0,0,0,0,0,0,0,124,14,0,0,0,0,0,0,0,0,0,0,14,195062,164,1250,0,0,0,0,0,0,0,0,196476,22781,19,146,0,0,0,0,0,0,0,0,22946
16,"Oil, Gas & Consumable Fuels",494622,390,0,0,0,0,0,0,0,0,0,495012,58300,46,0,0,0,0,0,0,0,0,0,58346,-5337,0,0,0,0,0,0,0,0,0,0,-5337,-629,0,0,0,0,0,0,0,0,0,0,-629,-5489,0,0,0,0,0,0,0,0,0,0,-5489,-641,0,0,0,0,0,0,0,0,0,0,-641,469976,390,0,0,0,0,0,0,0,0,0,470366,54889,46,0,0,0,0,0,0,0,0,0,54935
17,Power,282933,3330,64,0,5949,0,0,0,0,0,0,292276,33349,392,8,0,701,0,0,0,0,0,0,34450,-552,0,-17,0,-9,0,0,0,0,0,0,-578,-65,0,-2,0,-1,0,0,0,0,0,0,-68,-1310,-155,0,0,-232,0,0,0,0,0,0,-1697,-153,-18,0,0,-27,0,0,0,0,0,0,-198,262170,3178,64,0,5617,0,0,0,0,0,0,271029,30619,371,7,0,656,0,0,0,0,0,0,31653
18,Realty,174609,1008,1254,0,25029,0,0,0,0,0,0,201900,20581,119,148,0,2950,0,0,0,0,0,0,23798,4689,-2,0,0,-44,0,0,0,0,0,0,4643,552,0,0,0,-5,0,0,0,0,0,0,547,89,-2,0,0,-1331,0,0,0,0,0,0,-1244,10,0,0,0,-155,0,0,0,0,0,0,-145,170007,1007,1252,0,23436,0,0,0,0,0,0,195702,19855,118,146,0,2737,0,0,0,0,0,0,22856
19,Services,144261,2726,1002,0,3994,0,0,0,0,0,0,151983,17004,321,118,0,471,0,0,0,0,0,0,17914,553,0,0,0,2,0,0,0,0,0,0,555,65,0,0,0,0,0,0,0,0,0,0,65,1211,-50,0,0,-1,0,0,0,0,0,0,1160,141,-6,0,0,0,0,0,0,0,0,0,135,142879,2674,985,0,3975,0,0,0,0,0,0,150513,16687,312,115,0,464,0,0,0,0,0,0,17578
20,Telecommunication,288097,118,7900,0,12257,0,0,0,0,0,0,308372,33957,14,931,0,1445,0,0,0,0,0,0,36347,627,0,0,0,0,0,0,0,0,0,0,627,74,0,0,0,0,0,0,0,0,0,0,74,-255,0,0,0,0,0,0,0,0,0,0,-255,-30,0,0,0,0,0,0,0,0,0,0,-30,272674,119,7900,0,12096,0,0,0,0,0,0,292789,31846,14,923,0,1413,0,0,0,0,0,0,34196
21,Textiles,27545,460,0,0,0,0,0,0,0,0,0,28005,3247,54,0,0,0,0,0,0,0,0,0,3301,138,0,0,0,0,0,0,0,0,0,0,138,16,0,0,0,0,0,0,0,0,0,0,16,751,0,0,0,0,0,0,0,0,0,0,751,88,0,0,0,0,0,0,0,0,0,0,88,27119,460,0,0,0,0,0,0,0,0,0,27579,3167,54,0,0,0,0,0,0,0,0,0,3221
22,Utilities,3644,89,0,0,0,0,0,0,0,0,0,3733,430,10,0,0,0,0,0,0,0,0,0,440,15,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,2,54,0,0,0,0,0,0,0,0,0,0,54,6,0,0,0,0,0,0,0,0,0,0,6,3490,89,0,0,0,0,0,0,0,0,0,3579,408,10,0,0,0,0,0,0,0,0,0,418
23,Sovereign,0,72985,429,237280,0,0,0,0,0,0,0,310694,0,8603,51,27968,0,0,0,0,0,0,0,36622,0,1655,69,8226,0,0,0,0,0,0,0,9950,0,195,8,970,0,0,0,0,0,0,0,1173,0,-1538,0,1390,0,0,0,0,0,0,0,-148,0,-180,0,162,0,0,0,0,0,0,0,-18,0,70724,379,238155,0,0,0,0,0,0,0,309258,0,8260,44,27814,0,0,0,0,0,0,0,36118
24,Others,33757,77337,134499,0,9578,6193,1997,288,0,2142,25,265816,3979,9115,15853,0,1129,730,235,34,0,252,3,31330,2974,2818,-46,0,0,-289,-483,-4,0,6,0,4976,350,332,-5,0,0,-34,-57,0,0,1,0,587,495,1488,-731,0,207,66,95,1,0,-4,0,1617,58,174,-85,0,24,8,11,0,0,0,0,190,31116,78622,126447,0,9605,6129,2241,285,0,2039,25,256509,3634,9182,14768,0,1122,716,262,33,0,238,3,29958
,Grand Total,7423155,184330,165506,237280,56807,6193,1997,288,0,2414,25,8077995,874948,21727,19508,27968,6696,730,235,34,0,285,3,952134,22766,4814,-666,8226,-51,-289,-483,-4,0,6,0,34319,2683,567,-79,970,-6,-34,-57,0,0,1,0,4045,-7319,-1059,-192,1390,-1357,66,95,1,0,-4,0,-8379,-855,-124,-22,162,-158,8,11,0,0,0,0,-978,7119441,182108,158538,238155,54729,6129,2241,285,0,2281,25,7763932,831485,21269,18516,27814,6392,716,262,33,0,266,3,906756
