0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,ReportDate
19,Media,8889,58,8946,1816,12,1828,374,0,374,75,0,75,9572,58,9630,1906,11,1917,"March 15, 2012"
20,Metals  & Mining,46417,751,47168,9484,153,9638,37,118,155,7,24,31,45680,880,46560,9095,175,9271,"March 15, 2012"
21,Oil &  Gas,70778,10622,81400,14462,2170,16632,216,-916,-700,43,-182,-139,70035,9778,79813,13945,1947,15892,"March 15, 2012"
22,Pharmaceuticals  & Biotechnology,43815,169,43983,8953,34,8987,481,-2,479,96,0,95,45498,166,45664,9059,33,9092,"March 15, 2012"
23,Realty,17124,110,17234,3499,22,3521,-35,-55,-90,-7,-11,-18,16059,55,16114,3198,11,3209,"March 15, 2012"
24,Retailing,2389,0,2389,488,0,488,21,0,21,4,0,4,2347,0,2347,467,0,467,"March 15, 2012"
25,Software  & Services,123059,0,123059,25144,0,25144,1378,0,1378,274,0,274,122318,0,122318,24355,0,24355,"March 15, 2012"
26,Telecom  Services,29359,1400,30759,5999,286,6285,299,0,299,60,0,60,28911,1400,30311,5757,279,6035,"March 15, 2012"
27,Telecommunications  Equipment,143,0,143,29,0,29,0,0,0,0,0,0,137,0,137,27,0,27,"March 15, 2012"
28,"Textiles,  Apparels & Accessories",13901,0,13901,2840,0,2840,162,0,162,32,0,32,14119,0,14119,2811,0,2811,"March 15, 2012"
29,Transportation,10571,0,10571,2160,0,2160,64,0,64,13,0,13,10108,0,10108,2013,0,2013,"March 15, 2012"
29 a,Airlines,193,0,193,39,0,39,15,0,15,3,0,3,212,0,212,42,0,42,"March 15, 2012"
29 b,Logistics,859,0,859,176,0,176,10,0,10,2,0,2,875,0,875,174,0,174,"March 15, 2012"
29 c,Marine  Port & Services,3897,0,3897,796,0,796,5,0,5,1,0,1,3614,0,3614,720,0,720,"March 15, 2012"
29 d,Roads  & Highways,1249,0,1249,255,0,255,33,0,33,7,0,7,1355,0,1355,270,0,270,"March 15, 2012"
29 e,Shipping,933,0,933,191,0,191,7,0,7,1,0,1,960,0,960,191,0,191,"March 15, 2012"
29 f,Surface  Transportation,32,0,32,7,0,7,0,0,0,0,0,0,31,0,31,6,0,6,"March 15, 2012"
29 g,Transport  Related Services,3408,0,3408,696,0,696,-5,0,-5,-1,0,-1,3062,0,3062,610,0,610,"March 15, 2012"
30,Utilities4,39174,394,39568,8004,81,8085,-98,-5,-103,-20,-1,-21,39350,389,39739,7835,77,7913,"March 15, 2012"
31,Sovereign,0,63910,63910,0,13059,13059,0,-1630,-1630,0,-325,-325,0,56763,56763,0,11302,11302,"March 15, 2012"
32,Others1,9907,49014,58921,2024,10015,12039,716,57,773,143,11,154,11313,53373,64687,2253,10627,12880,"March 15, 2012"
,Grand Total,952697,161399,1114096,194663,32978,227642,6982,-2026,4956,1390,-403,987,964285,158030,1122315,192003,31466,223469,"March 15, 2012"
,,,,,,,,,,,,,,,,,,,,"March 15, 2012"
,,,,,,,,,,,,,,,,,,,,"March 15, 2012"
,,,,,,,,,,,,,,,,,,,,"March 15, 2012"
1AUC of Top 10 companies under Others Category in Debt is  as below,1AUC of Top 10 companies under Others Category in Debt is  as below,1AUC of Top 10 companies under Others Category in Debt is  as below,1AUC of Top 10 companies under Others Category in Debt is  as below,1AUC of Top 10 companies under Others Category in Debt is  as below,,,,,,,,,,,,,,,,"March 15, 2012"
Sr.  No.,Companies,"As on Mar  15, 2012 in INR Cr.",Companies,"As on Feb  29, 2012 in INR Cr.",,,,,,,,,,,,,,,,"March 15, 2012"
1,Exim Bank,10035,Exim Bank,10125,,,,,,,,,,,,,,,,"March 15, 2012"
2,NABARD,9595,NABARD,9620,,,,,,,,,,,,,,,,"March 15, 2012"
3,National Housing Bank,4947,National Ho,5147,,,,,,,,,,,,,,,,"March 15, 2012"
4,SIDBI,3185,SIDBI,3560,,,,,,,,,,,,,,,,"March 15, 2012"
5,J.P.MORGAN SEC CP,2000,J.P.MORG,1910,,,,,,,,,,,,,,,,"March 15, 2012"
6,SISTEMA SHYAM TELESER,1280,SISTEMA,1280,,,,,,,,,,,,,,,,"March 15, 2012"
7,VODAFONE ESSAR,900,IRFC,865,,,,,,,,,,,,,,,,"March 15, 2012"
8,Lodha Developers Limited,825,ICICI PRU,791,,,,,,,,,,,,,,,,"March 15, 2012"
9,BARCLAYS INVESTMENTS AND LOANS INDIA LTD CP,780,BARCLAY,780,,,,,,,,,,,,,,,,"March 15, 2012"
10,ICICI  PRUDENTIAL,750,AIRPORT,600,,,,,,,,,,,,,,,,"March 15, 2012"
,Total,34298,,34679,,,,,,,,,,,,,,,,"March 15, 2012"
,,,,,,,,,,,,,,,,,,,,"March 15, 2012"
"2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,"March 15, 2012"
"2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,"March 15, 2012"
"2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,"March 15, 2012"
"2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,"March 15, 2012"
"2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,"March 15, 2012"
"2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,"March 15, 2012"
"2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,"March 15, 2012"
"2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","2 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,"March 15, 2012"
,,,,,,,,,,,,,,,,,,,,"March 15, 2012"
"3AS per BSE  Classification Companies under ""Diversified""  are as follows:","3AS per BSE  Classification Companies under ""Diversified""  are as follows:","3AS per BSE  Classification Companies under ""Diversified""  are as follows:","3AS per BSE  Classification Companies under ""Diversified""  are as follows:",,,,,,,,,,,,,,,,,"March 15, 2012"
"3AS per BSE  Classification Companies under ""Diversified""  are as follows:","3AS per BSE  Classification Companies under ""Diversified""  are as follows:","3AS per BSE  Classification Companies under ""Diversified""  are as follows:","3AS per BSE  Classification Companies under ""Diversified""  are as follows:",,,,,,,,,,,,,,,,,"March 15, 2012"
Mercator Limited,Mercator Limited,Mercator Limited,Mercator Limited,,,,,,,,,,,,,,,,,"March 15, 2012"
Kutch Salt & Allied Industries Ltd.,Kutch Salt & Allied Industries Ltd.,Kutch Salt & Allied Industries Ltd.,Kutch Salt & Allied Industries Ltd.,,,,,,,,,,,,,,,,,"March 15, 2012"
SVARTCORP,SVARTCORP,SVARTCORP,SVARTCORP,,,,,,,,,,,,,,,,,"March 15, 2012"
Advanced Micronic Devices Ltd.,Advanced Micronic Devices Ltd.,Advanced Micronic Devices Ltd.,Advanced Micronic Devices Ltd.,,,,,,,,,,,,,,,,,"March 15, 2012"
VBC Industries Ltd,VBC Industries Ltd,VBC Industries Ltd,VBC Industries Ltd,,,,,,,,,,,,,,,,,"March 15, 2012"
Cosco (India) ltd.,Cosco (India) ltd.,Cosco (India) ltd.,Cosco (India) ltd.,,,,,,,,,,,,,,,,,"March 15, 2012"
DCM Shriram Consolidated Ltd.,DCM Shriram Consolidated Ltd.,DCM Shriram Consolidated Ltd.,DCM Shriram Consolidated Ltd.,,,,,,,,,,,,,,,,,"March 15, 2012"
Cimmco Ltd,Cimmco Ltd,Cimmco Ltd,Cimmco Ltd,,,,,,,,,,,,,,,,,"March 15, 2012"
Gillanders Arbuthnot & Co. Ltd.,Gillanders Arbuthnot & Co. Ltd.,Gillanders Arbuthnot & Co. Ltd.,Gillanders Arbuthnot & Co. Ltd.,,,,,,,,,,,,,,,,,"March 15, 2012"
ADITYA BIRLA NUVO LTD.,ADITYA BIRLA NUVO LTD.,ADITYA BIRLA NUVO LTD.,ADITYA BIRLA NUVO LTD.,,,,,,,,,,,,,,,,,"March 15, 2012"
KESORAM IND,KESORAM IND,KESORAM IND,KESORAM IND,,,,,,,,,,,,,,,,,"March 15, 2012"
"Empire Industries Ltd.,","Empire Industries Ltd.,","Empire Industries Ltd.,","Empire Industries Ltd.,",,,,,,,,,,,,,,,,,"March 15, 2012"
BALMER LAWRI,BALMER LAWRI,BALMER LAWRI,BALMER LAWRI,,,,,,,,,,,,,,,,,"March 15, 2012"
3M INDIA LTD,3M INDIA LTD,3M INDIA LTD,3M INDIA LTD,,,,,,,,,,,,,,,,,"March 15, 2012"
,,,,,,,,,,,,,,,,,,,,"March 15, 2012"
,,,,,,,,,,,,,,,,,,,,"March 15, 2012"
"4 Sub-category under ""Utilities"" are as follows:  - Electric Utilities  - Other Utilities (Including  Pipelines)","4 Sub-category under ""Utilities"" are as follows:  - Electric Utilities  - Other Utilities (Including  Pipelines)","4 Sub-category under ""Utilities"" are as follows:  - Electric Utilities  - Other Utilities (Including  Pipelines)","4 Sub-category under ""Utilities"" are as follows:  - Electric Utilities  - Other Utilities (Including  Pipelines)",,,,,,,,,,,,,,,,,"March 15, 2012"
"4 Sub-category under ""Utilities"" are as follows:  - Electric Utilities  - Other Utilities (Including  Pipelines)","4 Sub-category under ""Utilities"" are as follows:  - Electric Utilities  - Other Utilities (Including  Pipelines)","4 Sub-category under ""Utilities"" are as follows:  - Electric Utilities  - Other Utilities (Including  Pipelines)","4 Sub-category under ""Utilities"" are as follows:  - Electric Utilities  - Other Utilities (Including  Pipelines)",,,,,,,,,,,,,,,,,"March 15, 2012"
"4 Sub-category under ""Utilities"" are as follows:  - Electric Utilities  - Other Utilities (Including  Pipelines)","4 Sub-category under ""Utilities"" are as follows:  - Electric Utilities  - Other Utilities (Including  Pipelines)","4 Sub-category under ""Utilities"" are as follows:  - Electric Utilities  - Other Utilities (Including  Pipelines)","4 Sub-category under ""Utilities"" are as follows:  - Electric Utilities  - Other Utilities (Including  Pipelines)",,,,,,,,,,,,,,,,,"March 15, 2012"
,,,,,,,,,,,,,,,,,,,,"March 15, 2012"
,,,,,,,,,,,,,,,,,,,,"March 15, 2012"
,Note: RBI reference rate is used for conversion from INR to USD,Note: RBI reference rate is used for conversion from INR to USD,Note: RBI reference rate is used for conversion from INR to USD,,,,,,,,,,,,,,,,,"March 15, 2012"
,,Conversion rate,Conversion rate,,,,,,,,,,,,,,,,,"March 15, 2012"
,"AUC as on  Feb 29, 2012",48.9408,48.9408,,,,,,,,,,,,,,,,,"March 15, 2012"
,"Net  Investment Mar 1-15, 2012",50.2225,50.2225,,,,,,,,,,,,,,,,,"March 15, 2012"
,"AUC as on  Mar 15, 2012",50.2225,50.2225,,,,,,,,,,,,,,,,,"March 15, 2012"
,INR to USD conversion of FII net Investment details on SEBI  website is done on the basis of daily RBI reference rate. However here RBI  reference rate of end of period is used for conversion from INR to USD.,INR to USD conversion of FII net Investment details on SEBI  website is done on the basis of daily RBI reference rate. However here RBI  reference rate of end of period is used for conversion from INR to USD.,INR to USD conversion of FII net Investment details on SEBI  website is done on the basis of daily RBI reference rate. However here RBI  reference rate of end of period is used for conversion from INR to USD.,,,,,,,,,,,,,,,,,"March 15, 2012"
,,,,,,,,,,,,,,,,,,,,"March 15, 2012"
,,,,,,,,,,,,,,,,,,,,"March 15, 2012"
"Note: BSE had classified more than 3400 number of  issuers into 31 sectors. SEBI has decided to rely on the BSE classification.  Any FII investment outside those 3400 issueres, is classified under  ""Others"".","Note: BSE had classified more than 3400 number of  issuers into 31 sectors. SEBI has decided to rely on the BSE classification.  Any FII investment outside those 3400 issueres, is classified under  ""Others"".","Note: BSE had classified more than 3400 number of  issuers into 31 sectors. SEBI has decided to rely on the BSE classification.  Any FII investment outside those 3400 issueres, is classified under  ""Others"".","Note: BSE had classified more than 3400 number of  issuers into 31 sectors. SEBI has decided to rely on the BSE classification.  Any FII investment outside those 3400 issueres, is classified under  ""Others"".","Note: BSE had classified more than 3400 number of  issuers into 31 sectors. SEBI has decided to rely on the BSE classification.  Any FII investment outside those 3400 issueres, is classified under  ""Others"".","Note: BSE had classified more than 3400 number of  issuers into 31 sectors. SEBI has decided to rely on the BSE classification.  Any FII investment outside those 3400 issueres, is classified under  ""Others"".","Note: BSE had classified more than 3400 number of  issuers into 31 sectors. SEBI has decided to rely on the BSE classification.  Any FII investment outside those 3400 issueres, is classified under  ""Others"".","Note: BSE had classified more than 3400 number of  issuers into 31 sectors. SEBI has decided to rely on the BSE classification.  Any FII investment outside those 3400 issueres, is classified under  ""Others"".","Note: BSE had classified more than 3400 number of  issuers into 31 sectors. SEBI has decided to rely on the BSE classification.  Any FII investment outside those 3400 issueres, is classified under  ""Others"".",,,,,,,,,,,,"March 15, 2012"
